,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
980,2018-09-07,5841.3030379558195,5136.4007506177395,8012.49827161362,5841.3030379558195,5841.3030379558195,702.4240123181247,702.4240123181247,702.4240123181247,-3.4202232499471954,-3.4202232499471954,-3.4202232499471954,705.8442355680719,705.8442355680719,705.8442355680719,0.0,0.0,0.0,6543.727050273944
981,2018-09-08,5826.5123440730285,5194.315585987897,8060.515022190391,5826.5123440730285,5826.5123440730285,675.7339386676824,675.7339386676824,675.7339386676824,15.25003123014873,15.25003123014873,15.25003123014873,660.4839074375336,660.4839074375336,660.4839074375336,0.0,0.0,0.0,6502.246282740711
982,2018-09-09,5811.721650214949,4927.590489717481,7773.6007286662625,5811.721650214949,5811.721650214949,607.1484848496963,607.1484848496963,607.1484848496963,-8.873526080119122,-8.873526080119122,-8.873526080119122,616.0220109298153,616.0220109298153,616.0220109298153,0.0,0.0,0.0,6418.870135064645
983,2018-09-10,5796.930956356873,4969.8211349154435,7848.118155174675,5796.930956356873,5796.930956356873,591.261809792166,591.261809792166,591.261809792166,18.715109601201082,18.715109601201082,18.715109601201082,572.5467001909649,572.5467001909649,572.5467001909649,0.0,0.0,0.0,6388.192766149039
984,2018-09-11,5782.140262498795,4987.002596109977,7847.335883326537,5782.140262498795,5782.140262498795,525.7314268735025,525.7314268735025,525.7314268735025,-4.365338354093651,-4.365338354093651,-4.365338354093651,530.0967652275962,530.0967652275962,530.0967652275962,0.0,0.0,0.0,6307.871689372298
985,2018-09-12,5767.34956864072,4785.559453883987,7707.654896766132,5767.34956864072,5767.34956864072,489.8190069565913,489.8190069565913,489.8190069565913,1.1556028479784823,1.1556028479784823,1.1556028479784823,488.66340410861284,488.66340410861284,488.66340410861284,0.0,0.0,0.0,6257.168575597311
986,2018-09-13,5752.558874782641,4768.934471039538,7697.34602948403,5752.558874782641,5752.558874782641,429.7319594938334,429.7319594938334,429.7319594938334,-18.461655995294723,-18.461655995294723,-18.461655995294723,448.19361548912815,448.19361548912815,448.19361548912815,0.0,0.0,0.0,6182.290834276475
987,2018-09-14,5737.768180924565,4726.378363501746,7540.55376461871,5737.768180924565,5737.768180924565,405.1749157762411,405.1749157762411,405.1749157762411,-3.4202232499562206,-3.4202232499562206,-3.4202232499562206,408.59513902619733,408.59513902619733,408.59513902619733,0.0,0.0,0.0,6142.943096700807
988,2018-09-15,5722.977487066485,4627.744840258669,7515.694832405857,5722.977487066485,5722.977487066485,384.99285132500233,384.99285132500233,384.99285132500233,15.250031230241802,15.250031230241802,15.250031230241802,369.74282009476053,369.74282009476053,369.74282009476053,0.0,0.0,0.0,6107.9703383914875
989,2018-09-16,5708.18679320841,4612.901798947704,7534.985201749423,5708.18679320841,5708.18679320841,322.61270030792735,322.61270030792735,322.61270030792735,-8.873526080131647,-8.873526080131647,-8.873526080131647,331.486226388059,331.486226388059,331.486226388059,0.0,0.0,0.0,6030.799493516337
990,2018-09-17,5693.396099350334,4518.362237503802,7556.476242046716,5693.396099350334,5693.396099350334,312.3734087009389,312.3734087009389,312.3734087009389,18.715109601210635,18.715109601210635,18.715109601210635,293.6582990997283,293.6582990997283,293.6582990997283,0.0,0.0,0.0,6005.769508051273
991,2018-09-18,5678.605405492256,4592.092890386031,7359.344676795306,5678.605405492256,5678.605405492256,251.71944357370694,251.71944357370694,251.71944357370694,-4.365338354113837,-4.365338354113837,-4.365338354113837,256.0847819278208,256.0847819278208,256.0847819278208,0.0,0.0,0.0,5930.324849065963
